TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2053427	AT2G14030	AT2G14030.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 3.1e-78 P-value blast match to Q9SLM0 /314-478 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2053632	AT2G15540	AT2G15540.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 2.7e-33 P-value blast match to GB:NP_038607 L1 repeat, Tf subfamily, member 9 (LINE-element) (Mus musculus);(source:TAIR10)		 	true
Gene:2050058	AT2G21460	AT2G21460.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.3e-303 P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2054074	AT2G13470	AT2G13470.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 3.6e-14 P-value blast match to GB:NP_038602 L1 repeat, Tf subfamily, member 18 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2054234	AT2G12300	AT2G12300.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Ptta/En/Spm), has a 3.8e-41 P-value blast match to At5g29026.1/8-244 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2057044	AT2G12770	AT2G12770.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.9e-24 P-value blast match to GB:AAB41224 ORF2 (LINE-element) (Rattus norvegicus);(source:TAIR10)		 	false
Gene:2054641	AT2G06600	AT2G06600.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.2e-73 P-value blast match to Q9SL18 /349-510 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2055288	AT2G06710	AT2G06710.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2055321	AT2G06810	AT2G06810.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to putative non-LTR retroelement reverse transcriptase,  blastp match of 33%25 identity and 3.5e-10 P-value to GP|10140689|gb|AAG13524.1|AC068924_29|AC068924 putative non-LTR retroelement reverse transcriptase {Oryza sativa (japonica cultivar-group)};(source:TAIR10)		 	false
Gene:2120536	AT4G07970	AT4G07970.1	transposable_element_gene	transposable_element_gene;(source:Araport11);hypothetical protein, similar to A. thaliana hypothetical proteins;(source:TAIR10)		 	false
Gene:2101083	AT3G43760	AT3G43760.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G11710.1);(source:TAIR10)		 	false
Gene:2094447	AT3G25450	AT3G25450.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 6.7e-211 P-value blast match to gb|AAO73527.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 trichome	false
Gene:2081310	AT3G42270	AT3G42270.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 9.1e-62 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2116529	AT4G32220	AT4G32220.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 4.8e-57 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2091322	AT3G28010	AT3G28010.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G38037.1);(source:TAIR10)		 	false
Gene:504952976	AT5G31314	AT5G31314.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to putative athila-like protein;(source:TAIR10)		 	false
Gene:504953016	AT5G31778	AT5G31778.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 3.5e-07 P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica);(source:TAIR10)		 	false
Gene:504954270	AT5G32750	AT5G32750.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 4.5e-224 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953124	AT4G07516	AT4G07516.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.2e-08 P-value blast match to GB:AAC34906 reverse transcriptase (LINE-element) (Forficula auricularia);(source:TAIR10)		 	false
Gene:1005715297	AT1G40127	AT1G40127.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 2.2e-59 P-value blast match to GB:BAA84458 GAG-POL precursor (gypsy_Ty3-element) (Oryza sativa)gi|5902445|dbj|BAA84458.1| GAG-POL precursor (Oryza sativa (japonica cultivar-group)) (RIRE2) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:1005715701	AT1G40119	AT1G40119.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, member of hypothetical protein common family;(source:TAIR10)		 	false
Gene:504953321	AT4G05595	AT4G05595.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 7.6e-125 P-value blast match to GB:AAD11615 prpol (gypsy_Ty3-element) (Zea mays);(source:TAIR10)		 	false
Gene:504953337	AT4G07458	AT4G07458.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Athila retroelement ORF1 protein -related, temporary automated functional assignment;(source:TAIR10)		 	false
Gene:504953401	AT4G01525	AT4G01525.1	transposable_element_gene	Member of Sadhu non-coding retrotransposon family	SADHU NON-CODING RETROTRANSPOSON 5-1; SADHU5-1	 	true
Gene:504953415	AT4G07685	AT4G07685.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:3703799	AT4G13252	AT4G13252.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.1e-22 P-value blast match to Q9S9L1 /206-367 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:504953534	AT3G43522	AT3G43522.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to putative Ta11-like non-LTR retroelement protein;(source:TAIR10)		 	false
Gene:2828367	AT2G07737	AT2G07737.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to putative reverse transcriptase, blastp match of 43%25 identity and 2.8e-43 P-value to GP|13786450|gb|AAK39575.1|AC025296_10|AC025296 putative reverse transcriptase {Oryza sativa};(source:TAIR10)		 	false
Gene:504953550	AT3G43955	AT3G43955.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea);(source:TAIR10)		 guard cell	false
Gene:504953577	AT3G62455	AT3G62455.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 7.1e-232 P-value blast match to gb|AAO73529.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2055267	AT2G06780	AT2G06780.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 5.8e-17 P-value blast match to GB:NP_038602 L1 repeat, Tf subfamily, member 18 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:3436973	AT2G14970	AT2G14970.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Tnp1/En/Spm), has a 0. P-value blast match to ref|NP_189784.1| TNP1-related protein (Arabidopsis thaliana) (CACTA-element);(source:TAIR10)		 	false
Gene:2058062	AT2G14280	AT2G14280.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 3.1e-16 P-value blast match to GB:AAC34906 reverse transcriptase (LINE-element) (Forficula auricularia);(source:TAIR10)		 	false
Gene:2064858	AT2G40680	AT2G40680.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G52065.1);(source:TAIR10)		 LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, collective leaf structure, flower, flowering stage, hypocotyl, leaf lamina base, petal, petal differentiation and expansion stage, plant sperm cell, pollen, root, sepal, shoot apex, stamen, vascular leaf, vascular leaf senescent stage	false
Gene:2101550	AT3G42510	AT3G42510.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G44870.1);(source:TAIR10)		 	false
Gene:2096118	AT3G62490	AT3G62490.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to ASY2, DNA binding [Arabidopsis thaliana] (TAIR:AT4G32200.1);(source:TAIR10)		 	false
Gene:2088691	AT3G30670	AT3G30670.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G40125.1);(source:TAIR10)		 	false
Gene:2096513	AT3G42600	AT3G42600.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G12120.1);(source:TAIR10)		 shoot apex	false
Gene:2099865	AT3G31440	AT3G31440.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to putative helicase, blastp match of 41%25 identity and 1.3e-254 P-value to GP|14140296|gb|AAK54302.1|AC034258_20|AC034258 putative helicase {Oryza sativa (japonica cultivar-group)};(source:TAIR10)		 	false
Gene:2150380	AT5G35030	AT5G35030.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G30470.1);(source:TAIR10)		 	false
Gene:2139761	AT4G11710	AT4G11710.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G13655.1);(source:TAIR10)		 	false
Gene:2140699	AT4G03690	AT4G03690.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G30560.1);(source:TAIR10)		 	false
Gene:2143941	AT5G32610	AT5G32610.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G33715.1);(source:TAIR10)		 	false
Gene:2133192	AT4G07570	AT4G07570.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2133207	AT4G07600	AT4G07600.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 1.9e-166 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2124381	AT4G07340	AT4G07340.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G05090.1);(source:TAIR10)		 	false
Gene:1005713777	AT5G30460	AT5G30460.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2136760	AT4G03890	AT4G03890.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G23480.1);(source:TAIR10)		 LP.02 two leaves visible stage, LP.06 six leaves visible stage, LP.10 ten leaves visible stage, petiole, plant sperm cell, pollen tube cell, vascular leaf	false
Gene:2127670	AT4G10460	AT4G10460.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 3.8e-291 P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2148804	AT5G28710	AT5G28710.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to A, contains similarity to hypothetical proteins;(source:TAIR10)		 	false
Gene:2149093	AT5G36860	AT5G36860.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to Ulp1 protease family protein [Arabidopsis thaliana] (TAIR:AT2G14770.2);(source:TAIR10)		 	false
Gene:2138610	AT4G08610	AT4G08610.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.9e-87 P-value blast match to O22278 /203-375 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2824429	AT1G35735	AT1G35735.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 7.7e-113 P-value blast match to GB:BAA22288 pol polyprotein (Ty1_Copia-element) (Oryza australiensis)GB:BAA22288 polyprotein (Ty1_Copia-element) (Oryza australiensis)gi|2443320|dbj|BAA22288.1| polyprotein (RIRE1) (Oryza australiensis) (Ty1_Copia-element);(source:TAIR10)		 	false
Gene:3435530	AT1G33855	AT1G33855.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.7e-18 P-value blast match to Q9SKL7 /23-182 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:3435414	AT1G36840	AT1G36840.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2825419	AT1G45140	AT1G45140.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.4e-37 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2827159	AT1G44140	AT1G44140.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2184485	AT5G34450	AT5G34450.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G05087.1);(source:TAIR10)		 	false
Gene:2203945	AT1G41810	AT1G41810.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G34590.1);(source:TAIR10)		 	false
Gene:504952907	AT5G28635	AT5G28635.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 5.1e-162 P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea);(source:TAIR10)		 	false
Gene:504952923	AT5G32596	AT5G32596.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 5.3e-13 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2828661	AT3G32385	AT3G32385.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 4.7e-188 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2828825	AT3G39230	AT3G39230.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 3.1e-251 P-value blast match to GB:CAA73042 polyprotein (Gypsy_Ty3-element) (Ananas comosus);(source:TAIR10)		 	false
Gene:504953638	AT3G42763	AT3G42763.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 2.5e-80 P-value blast match to O65231 /281-442 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2829492	AT3G30668	AT3G30668.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 6.6e-229 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2830428	AT3G32962	AT3G32962.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Tnp2/En/Spm), has a 1.6e-49 P-value blast match to gb|AAG52024.1|AC022456_5 Tam1-homologous transposon protein TNP2, putative;(source:TAIR10)		 	false
